Date time,Content,choose_one,class_label
12/7/2021 14:31,"The strongest predictor of hospital closure is not inefficiency, or lack of resources, or low occupancy, or any other factor. The largest predictor of a hospital closing, is that hospital being located in a Black community. #SaveKingsbrook #BedsNotBodybags",Not Relevant,0
12/7/2021 14:31,Closure is soooo important it has to happen! In order to close cycle,Not Relevant,0
12/7/2021 14:30,Fuck closure. Bye.,Not Relevant,0
12/7/2021 14:30,@Ms_BunnyThorn Yeah mostly just closure of shops nje,Not Relevant,0
12/7/2021 14:30,"Service 8 | Kirk Avenue, Stenhousemuir closure | 12/07-25/07... https://t.co/6NCsrAZPpJ",Not Relevant,0
12/7/2021 14:30,"The introduction of national security legislation in #HongKong is an assault on democracy and is now targeting media freedoms with the closure of #AppleDaily.

We call for the release of detained journalists, peaceful protestors and political reps!

#OneCountryTwoSystems  https://t.co/jm5YWRvuPN",Not Relevant,0
12/7/2021 14:30,"All the show needs is more time to completely tell it's story and give proper closure to the characters and to us

STARPLUS EXTEND SAAKK",Not Relevant,0
12/7/2021 14:30,"RT @The_PattayaNews: Chonburi Governor releases new order: Stay at home request for cooperation overnight, Closure of many businesses overnight. https://t.co/zYsppcqxCF",Not Relevant,0
12/7/2021 14:30,"#Afghanistan
Perturbed by the closure of Indian consulates, the #PTM Kandahar chapter to stage a protest tomorrow i.e Tuesday from shuhuda Square to Jamhoriat Square in the city.
And then they tell you that PTM is not Indo-Afghan proxy.",Not Relevant,0
12/7/2021 14:30,"LOOK: , , , &amp; , along with 17 other countries, signed the Media Freedom Coalition Statement, which expresses their strong concerns about the forced closure of the Apple Daily newspaper, &amp; the arrest of its staff by the Hong Kong authorities. READ: https://t.co/R63wYek3jx https://t.co/uZhxYgjFVp",Not Relevant,0
12/7/2021 14:30,Al-Mezan warns of humanitarian repercussions of Israels ongoing tighten closure on Gaza https://t.co/4lKwDeTwfs,Not Relevant,0
12/7/2021 14:30,"Closure of Cuban internet ascribed to shoddy service by Comcast, and not to protests by citizens against government corruption.

Any protest is due to poor internet service from Comcast. Cuban people are happy. https://t.co/wxd5TJgw3W",Not Relevant,0
12/7/2021 14:30,"@BjornerNikolaj taking the transitive closure of the ""borders"" relation, denmark is on the mediterranean",Not Relevant,0
12/7/2021 14:30,"@thepiedemon I have considered it, but never did it. Sometimes its OK to accept a lack of ""closure"" in things like this I guess.",Not Relevant,0
12/7/2021 14:30,"21 countires issue Media Freedom Coalition Statement on the forced closure of #appledaily &amp; the arrest of journalists.

https://t.co/hdCUDoajQ0",Not Relevant,0
12/7/2021 14:30,"Businesses in San Franciscos iconic Chinatown are welcoming back tourists after the pandemic forced them to close.
https://t.co/pFz1klxkMg",Not Relevant,0
12/7/2021 14:30,"We'll be cleaning ahead of 14 July - 10 Aug closure for private booking. Join us &amp; get your hands on these eco-friendly cleaning supplies while you still can! @Lillysecoclean @ecoegg_uk 

See Eco Store here https://t.co/5HSkdcGxeQ or you come to us, open this Mon &amp; Tue 9am - 5pm https://t.co/ogI8qBFloK",Not Relevant,0
12/7/2021 14:30,@GreggsOfficial Thanks for the response! Just really wondered how long the early closure is going to be for as I like my afternoon doughnuts  ,Not Relevant,0
12/7/2021 14:30," https://t.co/bjQdPfqBEd
MAJOR WORK BLITZ  COMPLETE CLOSURE of the access ramp for the Hwy. 138 East, toward Montreal, from July 17 to 29. Consult the detour  
#mobilitMTL #JCCBI https://t.co/gf2AweVTsg",Relevant ,1
12/7/2021 14:30," @Gazzetta_it: Fod Ballo-Tour is a done deal, the club is pushing for a quick closure to get him at the best price. There are a few million differences. #Milan wants a loan with an option to buy close to 4M, the request of the Monaco club does not exceed 6M https://t.co/Nr9BzBKFgb",Not Relevant,0
12/7/2021 14:30,"Walt Disney World reopened a year ago yesterday, after almost 4 months of closure due to COVID-19. Since then, changes have been implemented as The Mouse looks towards normalcy.

https://t.co/V9BktDcaia",Not Relevant,0
12/7/2021 14:30,"Create your own African Trade Bead bracelet with this DIY Kit. With easy to follow instructions, you will create this bracelet with a slip knot closure. 

#glassrootsinc #newark
https://t.co/SAkHpBnNs1 https://t.co/KxTqyTCUq3",Not Relevant,0
12/7/2021 14:30,"@SleazeBadge @VicGovDH These people were aloud in as they had permits for freight, they would have come in even with the hard boarder closure",Not Relevant,0
12/7/2021 14:29,"The chairman of the Democratic Party and a member of the Southern District District, Luo Kin-hee, resigned, and the closure of his councillors office means that the ""civilian human rights front"" has lost one more group member https://t.co/W7sA4Z2Tan",Not Relevant,0
12/7/2021 14:29,"Scientists say the closure of the Animal Resources Centre, a major source of rats and mice located in Perth, Western Australia, is a blow to biomedical research. https://t.co/CrML1tBkgE",Not Relevant,0
12/7/2021 14:29,"@queenCalypso7 So stealing from a retailer, which in all likelihood will lead to the closure of business, affecting all their staff - who now too will join the unemployed group. Is this really the way out?",Not Relevant,0
12/7/2021 14:29,"After nearly 25 years on Astor Place, Kmart shuttered this location yesterday. Rumors of a closure date to early 2018, though the store ended up downsizing from 3 to 2 floors at the time. 
Pics by @Joy_of_photos https://t.co/ZkqCkcMYmj",Not Relevant,0
12/7/2021 14:29,"Closure of Cuban internet ascribed to shoddy service by Comcast, and not to protests by citizens against government corruption.

Any protest is due to poor internet service from Comcast. Cuban people are happy. https://t.co/wxd5TJgw3W",Not Relevant,0
12/7/2021 14:28,Last week following complaints of significant #asb &amp; #nuisance working with  #residents we secured a #closure #order on a property on Broadway in #Horsforth #LS18 preventing anyone but the #tenant entering. Breach is a #criminal #offence. #safer #stronger #communities https://t.co/9DQL3oK6nP,Not Relevant,0
12/7/2021 14:28,"It is only proper that you people inform us what happened to a missing person after they have been found. 

Were they kidnapped? 
Did they have an accident? 
Did they runaway from home? 
Were they with man/woman? 

We need closure.",Not Relevant,0
12/7/2021 14:28,Legal Provisions for Checklist and Closure of LLP or Strike off of LLP By CS Tanuj Saxena  https://t.co/r8MYktBWSm https://t.co/NNwmaDkTWt,Not Relevant,0
12/7/2021 14:28,"India has 2 reasons for worry: with Pak as pivot, China influence in Afghanistan is on rise much as USs in waning. With no mil capability to protect our interests in A, the first thing when US leaves will be closure of our 4 consulates. Way out: consider CPEC &amp; BRI positively https://t.co/BfbeYo3TJy",Not Relevant,0
12/7/2021 14:28,"A defeat is painful. 

ENDF needs a period of denial and self-delusion to find some closure.

https://t.co/ALsv8fvXNk",Not Relevant,0
12/7/2021 14:28,@Mofochronicles Some things are easier without closure lol https://t.co/Aildv5Zvlc,Not Relevant,0
12/7/2021 14:28,"If World Best CM listens, then how can they do Vasooli by allowing business to be conducted surreptitiously? 

If businesses are on the verge of closure, how does he care?

 ,  

 ,   

##MahaVasooliSarkar https://t.co/5c555lhQnd",Not Relevant,0
12/7/2021 14:28,"A9 Lothbeg - Helmsdale - Closure, All lanes closed in both directions  has been cleared. #TSIncident",Relevant ,1
12/7/2021 14:28,"A9 Lothbeg - Helmsdale - Closure, All lanes closed in both directions  has been cleared. #TSIncident",Relevant ,1
12/7/2021 14:27,"...you would have to counter a bank already crowded with students paying for their accommodation fee, and with the bank closure hours looming.
Now, according to the university policy, failure to pay, will have you defer your graduation until the next time...",Not Relevant,0
12/7/2021 14:27,"*NEW DATE! In light of the pandemic + continued closure of the US border to Europe, Irish supergroup Celtic Thunder has postponed its 2021 dates + scheduled its @CelticThunder IRELAND tour for 2022, including here on March 6th. Old tix will be honored, + new tix are on sale now. https://t.co/5FPRsxLXMa",Not Relevant,0
12/7/2021 14:27,"When will we learn that continually closing inner city schools to build new ones on the edge of the city is an expensive way to grow? #yyccc #ableg 

https://t.co/dY5KoNEtL9",Not Relevant,0
12/7/2021 14:27,"It's decision day for University of Sheffield archaeology department, threatened with closure. A petition with 46,000 signatures, an international campaign and outrage across the sector. I hope @sheffielduni management change their minds. #SaveSheffieldArchaeology",Not Relevant,0
12/7/2021 14:27,"@vfsglobalcare I received my PPR on 23rd April and due to closure of webforms from 19 April,I was not able to raise a webform for the 2 way courier service.When can we expect the webforms to open again so that we can get our passport stamped asap. @CanadainIndia @vfsglobalcare @iStudentCanada",Not Relevant,0
12/7/2021 14:27,"ICYMI: Avalon's mayor ordered the closure of the NJ shore town's boardwalk and beaches due to large crowds and what he called unsafe and disruptive behavior."" https://t.co/sr7NhAsFfA",Not Relevant,0
12/7/2021 14:27,"Planned roadwork closures in the region tonight:

20:00-06:00
#A1 northbound J73 to J79

Information on other planned road closures:
https://t.co/DI1ISKpvTQ

#WeAreWorkingForYou https://t.co/oozcjny1PA",Relevant ,1
12/7/2021 14:27,@hrryshairclip you know i hate closure.,Not Relevant,0
12/7/2021 14:26,"21 countires issue Media Freedom Coalition Statement on the forced closure of #appledaily &amp; the arrest of journalists.

https://t.co/hdCUDoajQ0",Not Relevant,0
12/7/2021 14:26,"@spikey_richie It's been in a mess for so long &amp; raised contentiously for 2 years. The useless cabinet member &amp; ward councillor, Jeff Clarke claimed 3 days before the election that it would be done in a few weeks, it seems without that being possible. Contractor seems to want full road closure. https://t.co/T82QeIN4E8",Not Relevant,0
12/7/2021 14:26,"I'm glad that you have found closure 

SEUNGYOON IS KANG TAESEON
#YOON_RacketBoysEp13
  #KangSeungyoon 
@official_yoon_ @yginnercircle https://t.co/WpNukgyRzy",Not Relevant,0
12/7/2021 14:26,"UPDATE15:15

#A9 CLOSURE

Both directions remain closed at Portgower due to an RTC

Police are on scene

Please #UseAltRoute if you can

#DriveSafe 
@NWTrunkRoads https://t.co/qn2oTbTNe5",Relevant ,1
12/7/2021 14:26,"HAPPY NEW WEEK

18Ombr body wave single closure unit available for N24,000
100% human hair 

Send a DM to order or 
WhatsApp 09059815378
 07016264543 https://t.co/SvrNoAXhwZ",Not Relevant,0
12/7/2021 14:26,"All the show needs is more time to completely tell it's story and give proper closure to the characters and to us

STARPLUS EXTEND SAAKK",Not Relevant,0
12/7/2021 14:26,"#OrthoTwitter, what is your preferred closure method for #TJA? Check out this systematic review below. @DrLeeRubin @BoneDocMMD @AlexisGaskin32 @JennaBernstein7 @kimtuckinAZ @AAHKS 

https://t.co/zArkbvCFiE https://t.co/MQl9GvcC0H",Not Relevant,0
12/7/2021 14:26,"@TrendsSecular @shortblockstack @JMJ_Cummings @Proterra_Inc I believe the merger closure date was on June 14th, so I don't believe we would have passed the lock-up expiration yet, unless there were other clauses in the agreement that shortened the time frame and were met... I need to look more into it.",Not Relevant,0
12/7/2021 14:26,"All the show needs is more time to completely tell it's story and give proper closure to the characters and to us

STARPLUS EXTEND SAAKK",Not Relevant,0
12/7/2021 14:26,"@onedery @canadianglen Perhaps daily bed closure totals as a daily update for the @AB_RN_WarRoom that we can retweet. All these individual hospital bed closures are hard to keep track of. The doctors could add the locum requests as well. Together we can save Albertas healthcare, one retweet at a time.",Not Relevant,0
12/7/2021 14:26,@aware09901683 @S9MKForever1 @SonyTV @golu_a @001Danish @saugatam @chandancomments @SonyLIVHelps @SonyLIV Hie much we tried but we cannot move on . Please givestory9monthski a closure @SonyTV,Not Relevant,0
12/7/2021 14:26,"This is shameful @bridgetfewtrell - you do realize that he was instrumental in supporting the closure of schools which has had a profound &amp; long lasting negative impact on the children Erin Oaks is supposed to serve?

#CrimesAgainstChildren
#KeepSchoolsOpen
#FactsNotFear
#OnPoli https://t.co/bnAN5EHJ9l",Not Relevant,0
12/7/2021 14:25,"All the show needs is more time to completely tell it's story and give proper closure to the characters and to us

STARPLUS EXTEND SAAKK",Not Relevant,0
12/7/2021 14:25,CT DOC'S casual reference and unwavering defense of in-cell shackling is chilling and unacceptable. This torture needs to be abolished. https://t.co/ohnnnFccvs,Not Relevant,0
12/7/2021 14:25,"On the @SouthSidePgh, crews shooting the new TV series, ""A League Of Their Own"" have closed East Carson Street between South 13th and South 17th Streets until 9pm. Muriel Street is a good alternate around the closure. #KDKAradioTraffic https://t.co/BX9ktGbW9U",Not Relevant,0
12/7/2021 14:25,"Weekly Blessings

Aries: A surprise 
Taurus: Emotional Fulfillment  
Gemini: Monetary gain
Cancer: New Beginnings
Leo: Small Achievement 
Virgo: Relief
Libra: Kind Gesture 
Scorpio: Physical Movement
Sagittarius: Closure 
Capricorn: Clarity 
Aquarius: Progress 
Pisces: Comfort",Not Relevant,0
12/7/2021 14:25,"(1/2) **COVID-19 Asymptomatic Test Site Closure**

The ATS which was scheduled to be at Maybole Town Hall from today until Sunday 18 July has been cancelled. 

We apologise for any inconvenience this may cause and we will keep you updated regarding relocation of the site. https://t.co/IzbJOU58uJ",Not Relevant,0
12/7/2021 14:25,"Then in 2020, I wrote for @HuffPost about the closure of 2 West Virginia hospitals in Fairmont &amp; Williamson, just as the pandemic hit.
Story, ""For West Virginias Hospitals, The Financial Crisis Came First""
https://t.co/fMMb3AezUQ",Not Relevant,0
12/7/2021 14:25,"In 2019, I wrote for @inthesetimesmag about how consolidation &amp; the closure of a hospital was affecting residents in SWVA and NE Tenn.
Story, ""$44,000 for Air Ambulances, Hour-Long Rides to an ERThe High Cost of Healthcare in Appalachia"": https://t.co/u1CIaqKtV4",Not Relevant,0
12/7/2021 14:25,"21 countires issue Media Freedom Coalition Statement on the forced closure of #appledaily &amp; the arrest of journalists.

https://t.co/hdCUDoajQ0",Not Relevant,0
12/7/2021 14:25,Do you believe in closure? Like sitting down with someone that wronged you.,Not Relevant,0
12/7/2021 14:24,"My heart is at peace, today I got the closure I needed. I have passed my Amma everything and from now let her show me the path  #omshakti",Not Relevant,0
12/7/2021 14:24,"Scientists say the closure of the Animal Resources Centre, a major source of rats and mice located in Perth, Western Australia, is a blow to biomedical research. https://t.co/CrML1tBkgE",Not Relevant,0
12/7/2021 14:24,"Reminder that SR 164 is closed outside of White River Amphitheater for fish passage work. This closure will last 90 days! 
There's a detour in place.",Relevant ,1
12/7/2021 14:24,"While the UK faces growing fuel poverty and the closure of heavy industry due to hugely expensive ""green"" policies, Asian countries are planning to build over 600 coal power plants: https://t.co/miLpbyNxea",Not Relevant,0
12/7/2021 14:24,"All the show needs is more time to completely tell it's story and give proper closure to the characters and to us

STARPLUS EXTEND SAAKK",Not Relevant,0
12/7/2021 14:24,"Vaccinated travellers will be welcome in Canada soon, says PM Justin Trudeau. But non-vaccinated visitors won't be coming for ""quite a while."" Latest US-Canada border closure order expires July 21. https://t.co/5VX2VpOQmn #Canada #Trudeau #travel #tourism #TravelRestrictions",Not Relevant,0
12/7/2021 14:23,"A message for the signs, ft. my , #TarotReading 

Cancer, Scorpio, Pisces | You're not wandering around aimlessly. The lack of direction you feel is because you're still carrying parts of your past self that haven't found closure. 

You've tried a lot of different methods",Not Relevant,0
12/7/2021 14:23,"Do u think everyone deserve a proper goodbye or maybe a proper break up? Which is like,,, to avoid being hated in  Yeap. I think every single soul deserve a closure. Idc if its good or bad. But still someone mustnt left the ot https://t.co/JlOSHlrozo",Not Relevant,0
12/7/2021 14:23,"After nearly 25 years on Astor Place, Kmart shuttered this location yesterday. Rumors of a closure date to early 2018, though the store ended up downsizing from 3 to 2 floors at the time. 
Pics by @Joy_of_photos https://t.co/ZkqCkcMYmj",Not Relevant,0
12/7/2021 14:23,"TIP OF THE DAY: Sometimes it's better to just let things be, let ppl go, don't fight for closure, don't ask for explanations, don't chase answers &amp; don't expect ppl to understand where ur coming from. You got to keep fighting for you because no one got you like you got yourself.",Not Relevant,0
12/7/2021 14:23,"Chonburi Governor releases new order: Stay at home request for cooperation overnight, Closure of many businesses overnight.

https://t.co/dtZcyxVkzd",Not Relevant,0
12/7/2021 14:23,"JUST IN: Ola Electric and Bank of Baroda have signed a 10 year long-term $100 mn debt financing agreement towards the funding and financial closure of the Phase 1 of the Ola Futurefactory, Olas global manufacturing hub for its 
electric two-wheelers.",Not Relevant,0
12/7/2021 14:34,Road to success is very lonely,Not Relevant,0
12/7/2021 14:34,"Autonomous technology is not just for the open road! University leaders have seen the value of self-driving vehicles. Now, when students return to campus in the fall, there will be new technology learning right alongside them! #autonomousvehicles
https://t.co/OMmgA4afRj",Not Relevant,0
12/7/2021 14:34,The road to success is always under construction,Not Relevant,0
12/7/2021 14:34,"13900 Hull Street Road, Midlothian Enterprise Systems Analyst - Technology Services https://t.co/a6t5ODpscc @GovernmentJobs",Not Relevant,0
12/7/2021 14:34,SO I JUST FOUND OUT THAT NO ONE ELSE SAYS FEEDER ROAD BUT US??? WHAT DO YALL CALL THAT ROAD THEN?? https://t.co/om9Fko1V4M,Not Relevant,0
12/7/2021 14:34,"I miss catching late night movies with friends, getting a bite to eat at 2am, pulling all-nighters with housemates, breakfast or brunch after classes, random visits to the mall for whatever reason, going on road trips and everything else.  2018 &amp; 2019 was so good wtf",Not Relevant,0
12/7/2021 14:34,"Quite the admission that Tesla Autopilot can't see emergency vehicles. 

Explains all police/fire trucks hit on the sides of the road. https://t.co/b0kVAdymUA",Not Relevant,0
12/7/2021 14:34,Myrtle beach was hands down the best road trip Ive ever been on. And its endless shit to do out there I lowkey wanna go back before the summers over,Not Relevant,0
12/7/2021 14:34,road to 1.3k!!,Not Relevant,0
12/7/2021 14:34,Really enjoyed this chat with @TheColorfulKit about Mexicos draw with Trinidad &amp; Tobago and the road ahead in the Gold Cup. We even found time for a little Diego Lainez discussion. #ElTriEng #GoldCup21 https://t.co/hfuB2cYEl3,Not Relevant,0
12/7/2021 14:34,"@IMAIndiaOrg Why not start vaccination at pilgrimage station borders,road or train.",Not Relevant,0
12/7/2021 14:34," In partnership with @sportfiveagency, we are pleased to confirm the installation of a new state-of-the-art LED advertising system at Bloomfield Road.

 https://t.co/kT5jhh4caD https://t.co/sjENHxhEyh",Not Relevant,0
12/7/2021 14:34,The road to success is always under construction,Not Relevant,0
12/7/2021 14:34,"JUST IN - A Four Seasons Hotel in China collapsed. At least 1 person has been killed and 10 or more are still missing. The hotel had just opened in 2018.

July 12, 2021
188 Youche Road, Songling Town, Wujiang District, Suzhou City, Jiangsu Province https://t.co/ifR8Zd1h7u",Not Relevant,0
12/7/2021 14:34,Mandalay City: MyaTaung protest rally returned to the main road fearlessly on Jul12 to completely reject and eradicate Fascist Military. #July12Coup  #WhatsHappeningInMyanmar https://t.co/GMt0uh1EVf,Not Relevant,0
12/7/2021 14:34,do you want to go down this road? 'cause i have the receipts that i love them https://t.co/J8nWdtXOiO,Not Relevant,0
12/7/2021 14:34,just narrowly missed a mob. i accelerated my way through it because people (with private security?????) had tried to block the road with a white van and bricks as i was approaching. this happened on the main road near laanglaagte. stay your ass at home.,Not Relevant,0
12/7/2021 14:34,"#PropertyForSale - Birbeck Road, #Northwood, 2 Bed Price 89,950 Telephone 0151 548 5488 https://t.co/jzI1KsfkeX",Not Relevant,0
12/7/2021 14:34,"5 Tuk Tuk project for Singto's birthday is ready now!These cute Tuk Tuk will go around Asoke Sukhumvit road from 15th to 30th July.I hope you love and capture our cute Tuk Tuk when you see them
To book tuk tuk,you can contact @tuk_up ka~
#SingtoPrachaya
#SingtoBD2021 https://t.co/4hJ8Q6Cucy",Not Relevant,0
12/7/2021 14:34,"Thank you for supporting Galakbay and making it hit 10k views. Please continue streaming and keep supporting us on our Road to Debut.

#PHPMusic
#PHPRoadToDebut https://t.co/gbTcKRFVxg",Not Relevant,0
12/7/2021 14:34,"Going through Argentina's Copa America, Lionel Messi scored vs. Chile, assisted vs. Uruguay, scored twice vs. Bolivia, assisted and scored in quarters, assisted in semi's, took his penalty first and scored in semi's too. Argentina and Messi did not have an easy road at all.",Not Relevant,0
12/7/2021 14:34,"Popular Front of India - Idea, Challenges, and Road Ahead by @AnisPFI hosted by Muslim Spaces.

https://t.co/h9vIxvrIzm",Not Relevant,0
12/7/2021 14:34,"In the wake of monsoon season, AIMIM Azampura Co-Corporator Shaikh Mohiuddin Abrar inspected ongoing work of sewerage line &amp; cc road in Jhatpat Nagar, Chanchalguda under Azampura Division https://t.co/yG543CpLfx",Relevant ,1
12/7/2021 14:34,"#Gearschool road latest work happening needs appreciation especially Road drainage.Hope road gradient is taken care but the work done helps longevity of road.
Only 2 feedback:1.Get ducts for all major roads by design w/o budget constraints 2.RMP15 width full stretch
(1/2) https://t.co/AK8jpLX8yi",Can't Decide,2
12/7/2021 14:34,"To be sincere,road side sellers &amp; canteens &gt;&gt;&gt;&gt; restaurants.",Not Relevant,0
12/7/2021 14:34,"A speed trial was conducted successfully between Chikodi Road and Raybag station in Hubballi Division, of South Western Railway in Karnataka. https://t.co/nLtVDqpYJE",Not Relevant,0
12/7/2021 14:34,youre the driver let me give you road head,Not Relevant,0
12/7/2021 14:34,Road to Daskin Neril Astore valley Gilgit-Baltistan... #TeamEverGreen  https://t.co/bLABDzYri9,Not Relevant,0
12/7/2021 14:34,Big and ready for #KOT5Aside Ligi ndogo grounds along Ngong road this coming saturday.. https://t.co/wKeJ5CeUlO,Not Relevant,0
12/7/2021 14:34,"I recognized you at once in the crowd, because they step on the road, you step on my heart
#MewSuppasit
@MSuppasit
 #TEASER",Not Relevant,0
12/7/2021 14:34,"Made in Lagos after 8 months

                  Vs
A better time first week sales

Clear road for who know road  https://t.co/HCnzoz8oHN",Not Relevant,0
12/7/2021 14:34,"I hope that in the future there will be scenery for you to stop and rest, and flowers along the road will be more and more prosperous.
TPOP  STAGE X  SAINT 
#TPOPSTAGEEP11",Not Relevant,0
12/7/2021 14:34,"'Safe Streets: Child's Play'
Road plates with safe cycling infrastructure were considered too political for @LEGO_Group to even consider. We decided to offer 4 ways to reclaim the street:
1. Protected intersection
2. Roundabout
3. Bicycle street
4. Woonerf

What is your favorite? https://t.co/o1MuuKbzr6",Not Relevant,0
12/7/2021 14:34,"Lahore!  One of the most beautiful city of South Asia.

Today mall road lahore, Punjab, Pakistan
@GovtofPunjabPK 
@GovtofPakistan 
@SheikhImtiazPK 
@UsmanAKBuzdar 
#RainLahore https://t.co/kozGFPtmeR",Not Relevant,0
12/7/2021 14:34,"""Once a man, who was passing through a road, found a branch of tree with thorns obstructing it. The man remove the thorns from the way. ""Allah thanked him and forgave his sins"" 
(Bukhari)",Not Relevant,0
12/7/2021 14:34,"It's been three weeks since our state's remaining COVID-related restrictions lifted, so we're exploring the hit small businesses have taken during the pandemic, what recovery is looking like now, and the road ahead. https://t.co/xzCh9qNmIi",Not Relevant,0
12/7/2021 14:34,B1A4 'Road Trip - Ready?' Behind Clip #4: https://t.co/zpJKtje0UL,Not Relevant,0
12/7/2021 14:34,@lakekcsl Road to herd immunity! ,Not Relevant,0
12/7/2021 14:34,"People waiting for hours in the rain to refill oxygen cylinder at an oxygen plant since in the morning, near Kyauk Taw Gyi pagoda on Mindama Road, Yangon. Photo from BAP  #WhatsHappeningInMyanmar #July12Coup
#WhatsHappeningInMyanmar https://t.co/dXkeVQoLLs",Not Relevant,0
12/7/2021 14:34,Two little people on a long winding road. And they meet in the middle.,Not Relevant,0
12/7/2021 14:34,"@otc_tom Its just the beginning, as this road to 1 dollar",Not Relevant,0
12/7/2021 14:34,"@Majercin01 @ElamBend @RPat360 @YogensWorld @RNCResearch The gas station/grocery store up the road has a photocopier - it takes quarters.

Or I could swing by the church and ask the secretary.

Or I could use the one at the country library.",Not Relevant,0
12/7/2021 14:34,"Singapore plans new normal with Covid, treat it as common flu - no more isolation or quarantine for travelers. 
https://t.co/Zx6glfAYur",Not Relevant,0
